date,tipo_de_cambio
2019-01-02,19.5878
2019-01-03,19.6073
2019-01-04,19.4902
2019-01-07,19.3208
2019-01-08,19.3479
2019-01-09,19.2456
2019-01-10,19.1714
2019-01-11,19.1236
2019-01-14,19.0064
2019-01-15,19.0457
2019-01-16,18.9908
2019-01-17,19.0630
2019-01-18,19.0844
2019-01-21,19.1902
2019-01-22,19.1297
2019-01-23,19.0771
2019-01-24,18.9859
2019-01-25,18.9280
2019-01-28,19.0381
2019-01-29,18.9972
2019-01-30,19.1623
2019-01-31,19.0388
2019-02-01,19.1098
2019-02-05,19.0824
2019-02-06,19.1058
2019-02-07,19.0800
2019-02-08,19.0893
2019-02-11,19.2524
2019-02-12,19.2592
2019-02-13,19.4084
2019-02-14,19.3569
2019-02-15,19.3625
2019-02-18,19.2578
2019-02-19,19.1778
2019-02-20,19.1835
2019-02-21,19.2652
2019-02-22,19.1394
2019-02-25,19.1185
2019-02-26,19.1630
2019-02-27,19.2201
2019-02-28,19.2607
2019-03-01,19.2978
2019-03-04,19.3039
2019-03-05,19.2597
2019-03-06,19.3708
2019-03-07,19.5225
2019-03-08,19.4902
2019-03-11,19.4243
2019-03-12,19.3049
2019-03-13,19.3320
2019-03-14,19.3233
2019-03-15,19.2176
2019-03-19,19.0004
2019-03-20,18.9098
2019-03-21,18.8694
2019-03-22,19.1369
2019-03-25,19.0151
2019-03-26,19.0989
2019-03-27,19.3201
2019-03-28,19.3793
2019-03-29,19.3779
2019-04-01,19.2169
2019-04-02,19.2279
2019-04-03,19.1805
2019-04-04,19.1728
2019-04-05,19.0805
2019-04-08,18.9701
2019-04-09,18.9229
2019-04-10,18.8360
2019-04-11,18.8432
2019-04-12,18.7719
2019-04-15,18.8489
2019-04-16,18.9516
2019-04-17,18.8480
2019-04-22,18.8359
2019-04-23,18.9578
2019-04-24,19.0046
2019-04-25,19.0942
2019-04-26,18.9414
2019-04-29,19.0120
2019-04-30,19.0099
2019-05-02,19.1014
2019-05-03,19.0012
2019-05-06,18.9781
2019-05-07,19.0499
2019-05-08,19.0837
2019-05-09,19.2623
2019-05-10,19.1374
2019-05-13,19.1928
2019-05-14,19.1427
2019-05-15,19.1236
2019-05-16,19.0710
2019-05-17,19.1454
2019-05-20,19.0908
2019-05-21,19.0309
2019-05-22,18.9755
2019-05-23,19.0122
2019-05-24,19.0658
2019-05-27,19.0521
2019-05-28,19.1652
2019-05-29,19.2395
2019-05-30,19.0683
2019-05-31,19.6426
2019-06-03,19.7609
2019-06-04,19.6007
2019-06-05,19.5418
2019-06-06,19.7084
2019-06-07,19.6528
2019-06-10,19.2040
2019-06-11,19.1222
2019-06-12,19.1383
2019-06-13,19.1645
2019-06-14,19.1487
2019-06-17,19.1924
2019-06-18,19.1011
2019-06-19,19.1753
2019-06-20,18.9804
2019-06-21,19.0661
2019-06-24,19.1833
2019-06-25,19.2271
2019-06-26,19.1442
2019-06-27,19.1685
2019-06-28,19.2087
2019-07-01,19.0760
2019-07-02,19.0694
2019-07-03,19.0502
2019-07-04,18.9947
2019-07-05,19.0446
2019-07-08,18.9116
2019-07-09,19.0043
2019-07-10,19.2425
2019-07-11,19.1227
2019-07-12,19.0307
2019-07-15,18.9803
2019-07-16,19.0781
2019-07-17,19.0233
2019-07-18,19.0108
2019-07-19,19.0123
2019-07-22,19.0659
2019-07-23,19.1315
2019-07-24,19.0894
2019-07-25,19.0623
2019-07-26,19.0699
2019-07-29,19.0900
2019-07-30,19.0747
2019-07-31,18.9929
2019-08-01,19.1627
2019-08-02,19.3116
2019-08-05,19.5731
2019-08-06,19.6291
2019-08-07,19.6953
2019-08-08,19.5118
2019-08-09,19.4283
2019-08-12,19.5803
2019-08-13,19.4630
2019-08-14,19.5763
2019-08-15,19.6365
2019-08-16,19.5669
2019-08-19,19.8153
2019-08-20,19.7522
2019-08-21,19.6798
2019-08-22,19.7467
2019-08-23,19.8402
2019-08-26,19.9086
2019-08-27,19.9934
2019-08-28,20.0314
2019-08-29,20.0988
2019-08-30,20.0696
2019-09-02,20.1253
2019-09-03,20.0039
2019-09-04,19.7806
2019-09-05,19.6834
2019-09-06,19.5623
2019-09-09,19.5398
2019-09-10,19.5354
2019-09-11,19.5478
2019-09-12,19.4265
2019-09-13,19.3665
2019-09-17,19.4262
2019-09-18,19.3528
2019-09-19,19.3981
2019-09-20,19.4478
2019-09-23,19.4459
2019-09-24,19.4587
2019-09-25,19.5775
2019-09-26,19.6363
2019-09-27,19.6808
2019-09-30,19.7345
2019-10-01,19.7792
2019-10-02,19.7985
2019-10-03,19.7368
2019-10-04,19.5255
2019-10-07,19.5522
2019-10-08,19.5840
2019-10-09,19.5689
2019-10-10,19.4764
2019-10-11,19.3217
2019-10-14,19.2652
2019-10-15,19.2520
2019-10-16,19.2135
2019-10-17,19.1602
2019-10-18,19.1492
2019-10-21,19.1422
2019-10-22,19.1050
2019-10-23,19.1258
2019-10-24,19.0878
2019-10-25,19.0820
2019-10-28,19.0543
2019-10-29,19.1167
2019-10-30,19.1643
2019-10-31,19.1948
2019-11-01,19.1058
2019-11-04,19.1525
2019-11-05,19.2125
2019-11-06,19.1953
2019-11-07,19.1327
2019-11-08,19.1068
2019-11-11,19.1090
2019-11-12,19.2178
2019-11-13,19.4543
2019-11-14,19.4228
2019-11-15,19.2063
2019-11-19,19.3687
2019-11-20,19.4800
2019-11-21,19.4138
2019-11-22,19.3987
2019-11-25,19.4468
2019-11-26,19.5185
2019-11-27,19.5607
2019-11-28,19.6113
2019-11-29,19.5352
2019-12-02,19.5717
2019-12-03,19.5678
2019-12-04,19.4707
2019-12-05,19.3688
2019-12-06,19.3247
2019-12-09,19.2302
2019-12-10,19.2362
2019-12-11,19.1785
2019-12-13,19.0455
2019-12-16,18.9702
2019-12-17,18.9165
2019-12-18,18.9542
2019-12-19,18.9640
2019-12-20,18.9133
2019-12-23,18.9385
2019-12-24,18.9643
2019-12-26,18.9445
2019-12-27,18.8452
2019-12-30,18.8727
2019-12-31,18.8642
2020-01-02,18.8817
2020-01-03,18.8673
2020-01-06,18.8270
2020-01-07,18.8852
2020-01-08,18.7980
2020-01-09,18.8453
2020-01-10,18.7732
2020-01-13,18.8215
2020-01-14,18.8120
2020-01-15,18.8077
2020-01-16,18.7930
2020-01-17,18.7388
2020-01-20,18.6725
2020-01-21,18.7007
2020-01-22,18.6883
2020-01-23,18.8018
2020-01-24,18.8313
2020-01-27,18.9407
2020-01-28,18.8022
2020-01-29,18.7067
2020-01-30,18.7853
2020-01-31,18.9082
2020-02-04,18.6797
2020-02-05,18.6245
2020-02-06,18.6645
2020-02-07,18.7763
2020-02-10,18.7653
2020-02-11,18.6740
2020-02-12,18.6308
2020-02-13,18.6458
2020-02-14,18.5712
2020-02-17,18.5715
2020-02-18,18.5952
2020-02-19,18.5910
2020-02-20,18.7992
2020-02-21,18.9138
2020-02-24,19.1197
2020-02-25,19.0878
2020-02-26,19.1585
2020-02-27,19.3973
2020-02-28,19.7760
2020-03-02,19.6985
2020-03-03,19.2837
2020-03-04,19.5335
2020-03-05,19.8095
2020-03-06,20.1623
2020-03-09,21.1117
2020-03-10,21.0267
2020-03-11,21.2130
2020-03-12,22.1518
2020-03-13,21.9288
2020-03-17,23.0573
2020-03-18,23.9008
2020-03-19,24.0868
2020-03-20,24.1113
2020-03-23,25.0782
2020-03-24,25.1185
2020-03-25,24.2948
2020-03-26,23.0970
2020-03-27,23.5122
2020-03-30,24.2853
2020-03-31,23.4847
2020-04-01,24.4918
2020-04-02,24.1087
2020-04-03,24.6938
2020-04-06,24.6895
2020-04-07,24.0388
2020-04-08,24.0925
2020-04-13,23.7427
2020-04-14,23.5645
2020-04-15,24.1155
2020-04-16,24.2098
2020-04-17,23.9012
2020-04-20,24.0077
2020-04-21,24.4248
2020-04-22,24.5883
2020-04-23,24.6230
2020-04-24,24.8583
2020-04-27,24.8492
2020-04-28,24.3882
2020-04-29,24.0002
2020-04-30,23.9283
2020-05-04,24.3812
2020-05-05,23.8343
2020-05-06,24.2942
2020-05-07,24.0563
2020-05-08,23.6805
2020-05-11,23.8693
2020-05-12,24.0487
2020-05-13,24.2113
2020-05-14,24.2708
2020-05-15,23.9580
2020-05-18,23.6032
2020-05-19,23.6023
2020-05-20,23.2962
2020-05-21,22.9600
2020-05-22,22.7928
2020-05-25,22.5630
2020-05-26,22.2932
2020-05-27,22.3633
2020-05-28,22.2040
2020-05-29,22.1778
2020-06-01,22.0168
2020-06-02,21.6827
2020-06-03,21.6043
2020-06-04,21.8388
2020-06-05,21.5837
2020-06-08,21.6552
2020-06-09,21.7252
2020-06-10,21.9230
2020-06-11,22.4252
2020-06-12,22.3347
2020-06-15,22.5435
2020-06-16,22.2168
2020-06-17,22.2783
2020-06-18,22.6088
2020-06-19,22.6300
2020-06-22,22.4413
2020-06-23,22.4130
2020-06-24,22.6662
2020-06-25,22.7963
2020-06-26,22.9715
2020-06-29,23.1325
2020-06-30,23.0893
2020-07-01,22.8078
2020-07-02,22.5225
2020-07-03,22.4147
2020-07-06,22.2808
2020-07-07,22.6213
2020-07-08,22.8225
2020-07-09,22.6945
2020-07-10,22.5342
2020-07-13,22.4633
2020-07-14,22.6173
2020-07-15,22.3647
2020-07-16,22.3032
2020-07-17,22.4897
2020-07-20,22.6278
2020-07-21,22.3597
2020-07-22,22.2510
2020-07-23,22.3627
2020-07-24,22.3842
2020-07-27,22.0275
2020-07-28,21.9615
2020-07-29,21.9907
2020-07-30,22.1727
2020-07-31,22.2012
2020-08-03,22.6140
2020-08-04,22.7845
2020-08-05,22.4068
2020-08-06,22.3652
2020-08-07,22.4892
2020-08-10,22.4850
2020-08-11,22.3490
2020-08-12,22.3457
2020-08-13,22.2628
2020-08-14,22.0313
2020-08-17,22.0570
2020-08-18,22.1535
2020-08-19,22.0527
2020-08-20,22.1760
2020-08-21,22.0362
2020-08-24,21.9840
2020-08-25,21.9723
2020-08-26,21.9202
2020-08-27,22.1168
2020-08-28,21.8602
2020-08-31,21.8880
2020-09-01,21.7445
2020-09-02,21.8393
2020-09-03,21.6383
2020-09-04,21.6115
2020-09-07,21.5887
2020-09-08,21.7138
2020-09-09,21.5377
2020-09-10,21.2773
2020-09-11,21.3210
2020-09-14,21.0728
2020-09-15,21.0692
2020-09-17,20.9850
2020-09-18,20.9697
2020-09-21,21.5050
2020-09-22,21.5682
2020-09-23,22.0897
2020-09-24,22.3678
2020-09-25,22.4402
2020-09-28,22.4573
2020-09-29,22.3598
2020-09-30,22.1438
2020-10-01,21.9562
2020-10-02,21.7025
2020-10-05,21.3960
2020-10-06,21.4507
2020-10-07,21.4930
2020-10-08,21.4318
2020-10-09,21.1822
2020-10-12,21.2183
2020-10-13,21.3677
2020-10-14,21.2998
2020-10-15,21.3832
2020-10-16,21.1765
2020-10-19,21.1342
2020-10-20,21.0902
2020-10-21,21.0640
2020-10-22,21.0300
2020-10-23,20.9205
2020-10-26,20.9818
2020-10-27,20.8798
2020-10-28,21.1648
2020-10-29,21.3770
2020-10-30,21.2508
2020-11-03,21.1555
2020-11-04,21.0345
2020-11-05,20.7612
2020-11-06,20.6200
2020-11-09,20.3600
2020-11-10,20.4018
2020-11-11,20.5772
2020-11-12,20.5303
2020-11-13,20.4833
2020-11-17,20.3212
2020-11-18,20.2388
2020-11-19,20.1858
2020-11-20,20.1172
2020-11-23,20.1012
2020-11-24,20.0577
2020-11-25,20.0465
2020-11-26,20.0467
2020-11-27,20.0777
2020-11-30,20.1398
2020-12-01,20.0508
2020-12-02,20.0497
2020-12-03,19.9083
2020-12-04,19.7838
2020-12-07,19.8213
2020-12-08,19.7537
2020-12-09,19.8368
2020-12-10,19.9572
2020-12-11,20.1075
2020-12-14,20.1778
2020-12-15,20.1113
2020-12-16,19.9513
2020-12-17,19.8173
2020-12-18,19.9487
2020-12-21,20.0905
2020-12-22,20.0562
2020-12-23,20.1175
2020-12-24,19.8517
2020-12-28,20.0477
2020-12-29,19.9487
2020-12-30,19.9352
2020-12-31,19.9087
2021-01-04,19.8457
2021-01-05,19.9437
2021-01-06,19.7250
2021-01-07,19.9100
2021-01-08,19.9705
2021-01-11,20.1130
2021-01-12,19.9373
2021-01-13,19.7935
2021-01-14,19.7793
2021-01-15,19.7875
2021-01-18,19.7570
2021-01-19,19.6788
2021-01-20,19.5793
2021-01-21,19.7393
2021-01-22,19.9833
2021-01-25,20.1598
2021-01-26,20.0152
2021-01-27,20.2168
2021-01-28,20.2697
2021-01-29,20.2248
2021-02-02,20.1722
2021-02-03,20.1953
2021-02-04,20.4435
2021-02-05,20.1388
2021-02-08,20.1227
2021-02-09,20.0913
2021-02-10,20.0588
2021-02-11,19.9535
2021-02-12,19.9622
2021-02-15,19.9518
2021-02-16,20.2023
2021-02-17,20.2257
2021-02-18,20.4165
2021-02-19,20.4222
2021-02-22,20.6783
2021-02-23,20.5833
2021-02-24,20.4752
2021-02-25,20.8523
2021-02-26,20.9390
2021-03-01,20.6123
2021-03-02,20.6903
2021-03-03,20.8957
2021-03-04,20.8498
2021-03-05,21.2635
2021-03-08,21.4177
2021-03-09,21.2575
2021-03-10,20.9853
2021-03-11,20.7133
2021-03-12,20.7637
2021-03-16,20.5753
2021-03-17,20.6828
2021-03-18,20.4415
2021-03-19,20.4823
2021-03-22,20.5788
2021-03-23,20.6408
2021-03-24,20.7882
2021-03-25,20.7662
2021-03-26,20.5677
2021-03-29,20.6047
2021-03-30,20.6025
2021-03-31,20.4400
2021-04-05,20.2483
2021-04-06,20.1612
2021-04-07,20.1765
2021-04-08,20.0890
2021-04-09,20.1630
2021-04-12,20.0950
2021-04-13,20.0735
2021-04-14,20.0583
2021-04-15,19.9270
2021-04-16,19.9158
2021-04-19,19.8145
2021-04-20,19.8877
2021-04-21,19.8740
2021-04-22,19.8865
2021-04-23,19.8695
2021-04-26,19.8362
2021-04-27,19.9785
2021-04-28,19.9712
2021-04-29,20.0978
2021-04-30,20.1822
2021-05-03,20.1902
2021-05-04,20.2235
2021-05-05,20.2077
2021-05-06,20.1838
2021-05-07,19.9223
2021-05-10,19.8860
2021-05-11,19.8848
2021-05-12,20.0940
2021-05-13,20.0495
2021-05-14,19.8487
2021-05-17,19.8028
2021-05-18,19.8313
2021-05-19,19.8143
2021-05-20,19.8810
2021-05-21,19.9510
2021-05-24,19.8720
2021-05-25,19.8903
2021-05-26,19.8783
2021-05-27,19.9487
2021-05-28,19.9442
2021-05-31,19.9213
2021-06-01,19.8927
2021-06-02,19.9277
2021-06-03,20.0605
2021-06-04,19.9328
2021-06-07,19.7970
2021-06-08,19.7728
2021-06-09,19.6897
2021-06-10,19.7002
2021-06-11,19.8823
2021-06-14,19.9065
2021-06-15,20.1235
2021-06-16,20.0588
2021-06-17,20.4292
2021-06-18,20.7002
2021-06-21,20.6000
2021-06-22,20.5712
2021-06-23,20.2505
2021-06-24,20.0483
2021-06-25,19.7930
2021-06-28,19.8027
2021-06-29,19.8157
2021-06-30,19.9062
2021-07-01,20.0368
2021-07-02,19.8817
2021-07-05,19.8532
2021-07-06,19.9658
2021-07-07,19.9915
2021-07-08,20.0070
2021-07-09,19.8800
2021-07-12,19.8577
2021-07-13,19.9988
2021-07-14,19.8992
2021-07-15,19.9412
2021-07-16,19.8537
2021-07-19,20.0000
2021-07-20,20.1348
2021-07-21,20.1907
2021-07-22,20.1812
2021-07-23,20.0238
2021-07-26,20.0245
2021-07-27,19.9770
2021-07-28,19.9535
2021-07-29,19.8448
2021-07-30,19.8455
2021-08-02,19.8520
2021-08-03,19.8920
2021-08-04,19.9547
2021-08-05,19.9293
2021-08-06,20.0037
2021-08-09,20.0648
2021-08-10,20.1038
2021-08-11,19.9530
2021-08-12,19.8907
2021-08-13,19.8603
2021-08-16,19.8863
2021-08-17,19.9912
2021-08-18,20.0107
2021-08-19,20.1175
2021-08-20,20.4020
2021-08-23,20.3907
2021-08-24,20.2967
2021-08-25,20.2933
2021-08-26,20.3522
2021-08-27,20.2293
2021-08-30,20.1403
2021-08-31,20.0605
2021-09-01,19.9615
2021-09-02,19.9703
2021-09-03,19.8992
2021-09-06,19.8878
2021-09-07,19.9440
2021-09-08,19.9383
2021-09-09,19.9318
2021-09-10,19.8717
2021-09-13,19.8677
2021-09-14,19.9035
2021-09-15,19.9003
2021-09-17,19.9853
2021-09-20,20.1735
2021-09-21,20.1438
2021-09-22,20.0328
2021-09-23,20.0280
2021-09-24,20.1118
2021-09-27,20.1052
2021-09-28,20.3060
2021-09-29,20.4977
2021-09-30,20.5623
2021-10-01,20.5103
2021-10-04,20.5747
2021-10-05,20.5818
2021-10-06,20.6947
2021-10-07,20.6040
2021-10-08,20.7293
2021-10-11,20.8017
2021-10-12,20.7767
2021-10-13,20.6827
2021-10-14,20.6075
2021-10-15,20.4672
2021-10-18,20.3587
2021-10-19,20.2647
2021-10-20,20.1850
2021-10-21,20.2643
2021-10-22,20.1837
2021-10-25,20.1897
2021-10-26,20.1888
2021-10-27,20.1930
2021-10-28,20.3255
2021-10-29,20.5297
2021-11-01,20.8598
2021-11-03,20.8352
2021-11-04,20.6242
2021-11-05,20.3925
2021-11-08,20.3265
2021-11-09,20.2833
2021-11-10,20.4702
2021-11-11,20.4652
2021-11-12,20.5072
2021-11-16,20.8092
2021-11-17,20.6912
2021-11-18,20.7628
2021-11-19,20.8283
2021-11-22,20.9632
2021-11-23,21.2107
2021-11-24,21.4357
2021-11-25,21.5462
2021-11-26,21.8185
2021-11-29,21.7333
2021-11-30,21.4453
2021-12-01,21.2710
2021-12-02,21.3033
2021-12-03,21.4177
2021-12-06,21.2047
2021-12-07,21.0907
2021-12-08,20.9330
2021-12-09,21.0328
2021-12-10,20.8922
2021-12-13,20.9383
2021-12-14,21.1650
2021-12-15,21.2393
2021-12-16,20.9238
2021-12-17,20.7337
2021-12-20,20.7363
2021-12-21,20.7823
2021-12-22,20.7527
2021-12-23,20.6582
2021-12-24,20.6112
2021-12-27,20.6828
2021-12-28,20.5770
2021-12-29,20.5835
